,Date,User,Tweet
3765,2023-02-07 18:10:49+00:00,Dennfree,Está bueno el libre mercado sin monopolios como el de Galperin que te confisca tu plata por lo menos cada bimestre @Mercadolibre @mercadopago @ML_Ayuda @ML_Argentina
3766,2023-02-07 18:02:21+00:00,BCRAusuarios,"@Gonzalonoguer15 @diegonunezok @mercadopago @BancoCentral_AR @brubankarg @DNDConsumidor Recordá que podés comunicarte con Mercado Pago ,aquí encontrarás los datos correspondientes bajo el código 33535: https://t.co/0RVd1fJgxr. Adicionalmente, podés canalizar tu reclamo con @DNDConsumidor ."
3767,2023-02-07 18:02:15+00:00,gernogueiras,@bio_markf @mercadopago @Mercadolibre Ah te quejas de cheto entonces 🤣 había presupuesto para una sola plataforma y fueron por Android jajajaja
3770,2023-02-07 18:00:12+00:00,fanaGH23,@joseluisguetta @mercadopago Jajaja soy moroso y no tengo libre deuda🤣
3771,2023-02-07 17:59:41+00:00,fanaGH23,"@vanesa72531974 @mercadopago Les robaban a los comerciantes. Donde vivo ocurrió que los empleados les vendían los cupones de compra a otro comerciante a menor valor de la suma de las compras. 
Porque esas ventas tal vez no se facturaban y no quedaba constancia. Trabajaba en una estación de servicio."
3772,2023-02-07 17:56:28+00:00,bio_markf,"@gernogueiras @mercadopago @Mercadolibre No, en los andriods funciona, el problema es que en iOS no existe esa opcion con ninguna app, aun teniendo antena NFC solo porque desde los responsables de SUBE no invierten en el desarrollo de esa app pra ios 🥲"
3773,2023-02-07 17:54:44+00:00,gernogueiras,"@bio_markf @mercadopago @Mercadolibre O sea el problema es tener una 2da app descargada para habilitar el saldo? Debe de ser un no-acuerdo entre gobierno y ML, que no les permita hacerlo"
3774,2023-02-07 17:46:24+00:00,GuadaGazal,"@mercadopago @mauroszeta Usuario: nahirguadalupegazal
Num de operación: 240028891
Agradezco la respuesta!! Ojala puedan hcer algo hace mas de 8 meses q me suspendieron la cuenta por una nimiedad que sucedió entre dos cuentas bancarias QUE ME PERTENECEN. Sigo sin entender el motivo de la suspensión"
3776,2023-02-07 17:42:09+00:00,vanesa72531974,@LaDeli_ok @mercadopago Mercado pago se queda con nuestra plata
3777,2023-02-07 17:40:05+00:00,LaDeli_ok,"@vanesa72531974 @mercadopago En una época ponían unas hojitas con duplicado. Lo que vendría a ser el ticket que te dan cuando haces el pago ahora. El de antes ellos se quedaban con un copia de tu tarjeta, a la vez con tu firma. Creo que se robaba más con ese.
Ahora pasa el cbu y cualquiera te saca  préstamo"
3778,2023-02-07 17:26:31+00:00,pixon22tofrance,@mercadopago https://t.co/NUqOMe78CQ transfirieron a mp y no aparece $
3779,2023-02-07 17:21:34+00:00,nosoysergio,"@mercadopago @ML_Ayuda @ML_Mexico 
E q pedo morros https://t.co/P2awuxynGU"
3780,2023-02-07 17:17:47+00:00,bio_markf,@Leo1988De @mercadopago @Mercadolibre @SamsungArg jaaaa jamas
3781,2023-02-07 17:10:39+00:00,peque_cco,"@mercadopago No me da la opción  para enviarles MD, como puedo hacerlo?"
3782,2023-02-07 17:10:30+00:00,arianalabruna,@fadon24 @mercadopago @soffffdelrey @MatoBJRR JQKDJSJWJ si mal
3783,2023-02-07 17:09:19+00:00,joseluisguetta,@mercadopago Respondan yo no soy moroso..necesito LIBRE DEUDA
3784,2023-02-07 17:08:25+00:00,ElSana10,@lemonapp_ar Uds me laburaron los impuestos que tenian que devolver! Más cargadores y ladrones que uds no existe! Aguante @mercadopago
3786,2023-02-07 17:04:43+00:00,cristianEl_Pibe,@mercadopago buenas tardes consulta necesito ingresar dinero a mi cuenta de mercado pago pero dice que hay un error... Mande mensaje a @MP_ayuda pero no hay respuesta...
3787,2023-02-07 16:56:00+00:00,vanesa72531974,"@mercadopago Era mas seguro, no te robaba"
3788,2023-02-07 16:55:16+00:00,Leo1988De,@bio_markf @mercadopago @Mercadolibre Ya fue flaco pásate a @SamsungArg que trae hasta dispenser de hielo el teléfono.
3789,2023-02-07 16:36:33+00:00,eduburcas,Por qué no se recarga con la app de @mercadopago como la tarjeta de transporte de #CDMX
3796,2023-02-07 15:58:31+00:00,MP_ayuda,"@ferdelsemme @mercadopago Hola, para verificar lo sucedido con tu devolución, podrás comunicarte directamente con nosotros, iniciá sesión en tu cuenta, ingresá a: https://t.co/6pV4WQFrKs &gt; ¿Necesitás más ayuda? &gt; Contactanos. 

Seleccioná la opción que más se ajuste a tu consulta.

Saludos."
3797,2023-02-07 15:57:04+00:00,Simon_Troncoso,@DescuentosRata Y la estafa es a través del sitio oficial de @mercadopago que al parecer posee cero filtro y resguardo por sus usuarios.
3798,2023-02-07 15:51:29+00:00,ezecabrera192,@mercadopago Papá ese aparato se quedaba con la plata de la gente?
3799,2023-02-07 15:51:15+00:00,MP_ayuda,"@JGlobbo @TheMrMec @MercadoPagoBR @mercadopago @MercadoLivre Hola. Te comentamos que tenemos nuestra mensajería abierta para que puedas contactarnos por ese medio y así asesorarte con tu dinero bloqueado. También puedes ingresar aquí: https://t.co/t2PYLoBFaI

Te esperamos."
3803,2023-02-07 15:38:46+00:00,NivelGod,"@dzapatillas Me llego este mail de @mercadopago 
Obviamente no hice o hago nada raro. ¿A alguien le paso lo mismo? Me preocupa porque lei gente usando otras aplicaciones/billeteras a las que le “robaron” su plata y no dieron motivos. https://t.co/6AfCGwSKbK"
3804,2023-02-07 15:33:14+00:00,RainbowAvacado9,@mercadopago @MurielBarros03 No puedo pagar los servicios por qué la app me rechaza el pago. Necesito pagar mis servicios.
3805,2023-02-07 15:32:31+00:00,ClaudiaGalian,@mercadopago ES UNA VERGÜENZA DESDE EL 23/12/22 QUE REALICE UNA TRANSFERENCIA A UNA CUENTA DE UDS Y EL DINERO NO APARECE.  LLAMO Y NO ME DAN SOLUCIÓN
3806,2023-02-07 15:25:16+00:00,mannguss,"@CorredoresAR 
Seres autopista Yo ya les pague x mercadoCago,Reclamen a ellos el pago @mercadopago quienes Robaron la plata exacta que se depositó para pagar el peaje.son ellos los que tienen que responder ,si quieren yo les muestro las pruebas de que se abono y como Robo MP"
3807,2023-02-07 15:09:57+00:00,ML_Ayuda,"@ArgerichCosme @marcos_galperin @mercadopago @Mercadolibre Hola. Para brindarte más información sobre la situación con tu cuenta, podrás contactarnos por DM desde nuestras cuentas verificadas de Facebook, Instagram y Twitter o desde el Portal de Ayuda: https://t.co/QhlWjLsYDY

Saludos."
3808,2023-02-07 15:03:56+00:00,RainbowAvacado9,"@mercadopago 
Desde las 8am que estoy tratando de pagar una factura y solo recibo esta pantalla cada vez que completo el pago. https://t.co/9Urfa9Vh7J"
3809,2023-02-07 14:57:29+00:00,bio_markf,"Holaa @mercadopago @Mercadolibre Por que en Argentina no esta disponible la carga de tarjeta de transporte por NFC en iOS como si lo esta en mexico?
Siempre comentan que apple no habilita la antena NFC, pero en mexico eso esta disponible para una tarjeta igual a la SUBE. 👇👇👇"
3811,2023-02-07 14:52:57+00:00,angelesstomass,"@mercadopago Q hago si me depositaron x error no reclamaron,es una estafa?"
3812,2023-02-07 14:45:53+00:00,luzcenturin14,@mercadopago Ayer les andaba mal mercado pago o solo a mi?
3813,2023-02-07 14:44:51+00:00,cueleandro,"Que INJUSTO que un cliente que compró hace 50 días y pagó por @mercadopago, te realice desconocimiento de compra sin ningún tipo de argumento. Te descuentan el dinero con total impunidad generando un perjuicio para nuestro restaurante."
3814,2023-02-07 14:43:08+00:00,McDonalds_Ar,"@Gracielaganso @mercadopago Hola, sentimos la experiencia que comentas. Te enviamos un DM para poder ayudarte. Gracias por escribirnos, ¡Saludos!"
3816,2023-02-07 14:37:18+00:00,Gurkuu,"Tenía algo de $ en la cuenta de @mercadopago y pensé en invertirlos. Desde ayer que me muestra esto. ¿Cómo van a tardar 5 días hábiles? Me lo paso a Balanz y tardo 15 minutos, muchachos, ¿por qué invertir con uds? https://t.co/ve8EhlblEI"
3818,2023-02-07 14:22:31+00:00,ivan_orop,"@mercadopago como puedo desactivar la opción  de reconocimiento facial, es invasiva y nada practica"
3820,2023-02-07 14:08:54+00:00,Gracielaganso,"@mercadopago @McDonalds_Ar ayer pedí a @McDonalds_Ar por la aplicación directa, me cobraron por MP y tras debitarme el monto me cancelaron el pedido. Por ende solicito la devolución  inmediata  del importe."
3824,2023-02-07 13:40:42+00:00,RadioMESTIZAJES,"@juane_rodriguez @Mercadolibre @mercadopago @sicsuper A la fecha y hora (Feb 7 de 2023), han pasado 30 días desde el impase (estafa) y @ML_Ayuda @Mercadolibre no hacen nada ni me devuelven mi dinero.   Ya acudí a @sicsuper a ver si los ""apretan"" y dejan de dilatar la solución requerida.   Al cliente se le respeta!"
3825,2023-02-07 13:40:23+00:00,matiasavallone,"Consejo de amigo: si van a participar de alguna promo de @mercadopago en la que reintegran dinero días después, hagan captura de pantalla de los TyC porque es muy normal que ""se olviden"" de hacer los reintegro y se los pidan al hacer el reclamo. De nada"
3828,2023-02-07 13:29:33+00:00,Jorge__Grassi,"@mercadopago No, no puedo contactarlos desde ese link porque me suspendieron la cuenta. Y no deberían ser legal tener que usar una red social. Deberían tener un teléfono al cual poder llamar."
3831,2023-02-07 13:21:01+00:00,hectorivand,"@mercadopago @Grisinoar Gracias, pero no tengo cuenta de mercado pago. No me puedo loguear, tampoco me sirve de mucho que mandes a un FAQ. Gracias."
3833,2023-02-07 13:19:27+00:00,fedebeja30,"Cuando necesitas ingresar dinero de @mercadopago nunca se puede, tira error todo el tiempo ahhhhhh pero para sacar un crédito 100% veloces 5 estrellas recomendado"
3837,2023-02-07 12:31:36+00:00,ClaudiodLdZ,"@mercadopago @MurielBarros03 @mercadopago me podría explicar o guiar para cambiar el número de teléfono  para ingresar a mi cuenta? Es insólito, me pide codigo de seguridad para cambiar el número de teléfono que no tengo"
3838,2023-02-07 12:19:48+00:00,MercadoLivre,"@dedurad0 @mercadopago Assim, conseguimos te orientar da melhor forma por aqui mesmo, e se for necessário, conseguimos te direcionar para uma equipe especializada. É importante que lembre de não expor os seus dados pessoais, ok?"
3839,2023-02-07 12:19:27+00:00,MercadoLivre,"@dedurad0 @mercadopago @dedurad0, não queremos que essa seja a sua experiência conosco e estamos aqui para te dar o suporte necessário! Para isso, poderia nos contar com detalhes o que houve? +"
3840,2023-02-07 12:17:37+00:00,juanegrande,@mercadopago no consigo rpta alguna
3842,2023-02-07 11:33:00+00:00,Bati_monstruo,@CmitTrevelin @VisaArgentina @DNDConsumidor @mercadopago @Mercadolibre Está cuenta es estafa gente tanto la de visa que ponen acá como la de mercado....no pasen ningún dato
3843,2023-02-07 11:29:25+00:00,Halcon0987,@CuyanoDelSur @casadechancho @miguegranados @mercadopago Zurdito con el culo ajeno
3844,2023-02-07 11:28:28+00:00,CuyanoDelSur,@Halcon0987 @casadechancho @miguegranados Increíble que una empresa como @mercadopago tenga como cara publicitaria a un arrastrado mercenario y pelotudo como el nabo de Migue Granados
3846,2023-02-07 11:24:17+00:00,MiluFernandez7,"@mercadopago hola preciso ayuda, podrían responder?"
3847,2023-02-07 11:11:10+00:00,MeExplicanPls,"Hola @mercadopago mi hijo tiene una cuenta de menor y lo llaman desde un celular de Trelew para venderle un lector de tarjetas.
Esto es correcto? No saben que es un menor? Que debemos hacer?
Me ayudan pls"
3848,2023-02-07 09:55:30+00:00,JungParkAR,@mercadopago @GatodePalermo @TarjetaSUBEok Hola. Las recargas con  mercadopago funcionan perfectamente. Lo que no funciona es la validacion de dicha carga usando la app carga sube de @TarjetaSUBEok
3849,2023-02-07 08:23:13+00:00,quirozriqui,"@mercadopago Ladrones, sinvergüenza, corruptos DEVUELVAN MI DINERO"
3850,2023-02-07 08:22:31+00:00,quirozriqui,"@mercadopago @MurielBarros03 Empresa descriteriada, delincuente, ladrona, corrupta. Por qué no me quieren devolver mi dinero?"
3851,2023-02-07 08:21:41+00:00,quirozriqui,@mercadopago @MurielBarros03 Se han dado cuenta de esta empresa delincuente. No me quieren devolver el dinero
3852,2023-02-07 06:45:29+00:00,DanElDulce,"@icemodding @LetsBit_ok @mercadopago Te hago una pregunta,Mercadopago solo te da un 63% de interés en cambio estos garcas dicen 74% como te va a dar más Mercadopago en ese caso? Solo tendrías que con esos intereses cambiarlo los nuars a pesos nuevamente."
3853,2023-02-07 06:37:17+00:00,dedurad0,🚨humilhação: recarreguei o bilhete unico pelo app do mercadopago e só caiu metade do valor no bilhete @MercadoLivre @mercadopago
3854,2023-02-07 05:22:02+00:00,TecnoMicko,"Compré vía Mercado Pago boletos para el cine (Cinemex). Los precios sí son más bajos que directo en taquilla, app o web. El proceso en la app fue fácil y te da al final unos códigos. Se tiene que pasar a taquilla a canjearlos. Todo salió bien @MercadoPagoMex @mercadopago @Cinemex https://t.co/DZaTMd4mjj"
3855,2023-02-07 05:14:41+00:00,NicolasLopez88,@mercadopago @MurielBarros03 Hoy es mi cumpleaños tienen un regalito para mi?
3856,2023-02-07 04:59:24+00:00,MReatto,"@MP_ayuda @marcos_galperin @mercadopago Pero @MP_ayuda , me estás cargando!? Hace más de una semana que me estoy tratando de comunicar y solo me responde un bot q no cobra ni un peso de los que se están patinando uds.
Si querés dar solución, tenés mis datos de contacto o devolvé la plata"
3857,2023-02-07 03:28:04+00:00,GuilleFLL,"En @ElBolson los artesanos, puesteros, hippies y demás trabajan con @mercadopago. 
@marcos_galperin debería estar orgulloso llevando capitalismo a los más anticapitalistas. 
@Mercadolibre"
3858,2023-02-07 03:17:39+00:00,Indra_Holistic,@mercadopago Telefono de contacto es +54 9 113786 6443 Federico José Ugarte
3861,2023-02-07 02:44:58+00:00,Gonzalonoguer15,@mercadopago @BCRAusuarios @diegonunezok @BancoCentral_AR @brubankarg @DNDConsumidor Y ESTO ME DICE @brubankarg 🤣🤣🤣 me toman el pelo... https://t.co/d5ElcnOW0V
3866,2023-02-07 02:37:25+00:00,BeatrizSpina1,@mercadopago Cómo se hace para que te den respuestas concretas???? Me cansé de enviar mis comprobantes impositivos y me siguen cobrando percepciones y no me quieren hacer nota de crédito!!!! Soy contribuyente exento!!!!
3867,2023-02-07 02:35:09+00:00,Gonzalonoguer15,@mercadopago @BCRAusuarios @diegonunezok @BancoCentral_AR @brubankarg @DNDConsumidor Ahi esta su asesoria jaja mas de 2 meses sin mi dinero estafado por @brubankarg y @mercadopago https://t.co/DFei5ND4sX
3869,2023-02-07 02:32:23+00:00,SofiaVazquez_Ok,@mercadopago ustedes tienen algo que ver con esta gente que reclama plata que no debo en su nombre? https://t.co/wkDFtJ8vrn
3870,2023-02-07 02:29:46+00:00,ML_Ayuda,"@AnaMara99572987 @mercadopago @Mercadolibre Hola, para verificar lo sucedido con tu cuenta, te pedimos que nos envíes usuario y/o algún número de operación que esté vinculado a tu cuenta, que podrás encontrar en tu casilla de correo.

Te esperamos."
3871,2023-02-07 02:22:46+00:00,Gonzalonoguer15,@mercadopago @BCRAusuarios @diegonunezok @BancoCentral_AR @brubankarg @DNDConsumidor @brubank Espero y creo tener la certeza que el @BCRAusuarios @DNDConsumidor tomara medidas en el asunto con @brubankarg y @mercadopago para que aparezca mi dinero de manera urgente!
3872,2023-02-07 02:22:37+00:00,MPGarbuglia,Hola @mercadopago. Te amo loco
3873,2023-02-07 02:22:02+00:00,FerCauser,"@Armenderja @ML_Ayuda @mercadopago @Mercadolibre Yo me resigne, despues de 8 meses y con defensa al consumidor mediante sigo esperando que resuelvan y sigo esperando..."
3874,2023-02-07 02:19:54+00:00,Gonzalonoguer15,"@mercadopago @BCRAusuarios @diegonunezok @BancoCentral_AR @brubankarg @DNDConsumidor @brubank Porque jamas ni siquiera se contactaron entre empresas para saber que paso con esa transferencia, y no fui el unico damnificado, hubo cientos de clientes que les paso lo mismo! Mientras mi dinero se quedo en el medio CON COELSA y ustedes no hacen nada,mientras mi plata se devalua"
3875,2023-02-07 02:16:22+00:00,Gonzalonoguer15,"@mercadopago @BCRAusuarios @diegonunezok @BancoCentral_AR @brubankarg @DNDConsumidor Desde el 01/12/2022 vienen verificando @mercadopago y lo unico que me dicen que la transferencia que realice desde @brubank a ustedes es que nunk llego que se rechazo pero tampoco jamas se realizo el REVERSO DEBIN a @brubankarg ya paso 2 meses, les voy a demandar penalmente"
3876,2023-02-07 02:16:06+00:00,Armenderja,"@Jorge__Grassi @mercadopago @Mercadolibre Son una vergüenza @Mercadolibre @marcos_galperin uds empezaron comp muchos de nosotros, emprendiendo,cerraron un monopolio y manejan las cuentas como quieren"
3878,2023-02-07 02:07:37+00:00,ElSana10,"@lemonapp_ar SON UNA VERGA,AGUANTE @mercadopago ,DEVUELVAN MIS IMPUESTOS EN COMPRAS EXCENTAS... LADRONES"
3881,2023-02-07 01:49:54+00:00,Tomas17J,@mercadopago La concha de tu madre pone otra hora hdp
3883,2023-02-07 01:42:11+00:00,davidmonteee,@mercadopago que verga pasa que dice que mi banco no está disponible para ingresar plata
3885,2023-02-07 01:37:25+00:00,fadon24,@mercadopago @arianalabruna @soffffdelrey @MatoBJRR Jjaakakka te respondían 3 días tarde @arianalabruna
3886,2023-02-07 01:29:54+00:00,misspampean,". @mercadopago es el dueño de la pelota que cuando no lo eligen primero se va derechito para la casa con la bocha bajo el brazo dejando al resto sin jugar.
Dale MP, cumplí la norma, permití la interoperabilidad! https://t.co/XM4UBhqVdq"
3887,2023-02-07 01:22:08+00:00,vanesa72531974,@MP_ayuda @andyezeval @mercadopago @marcos_galperin @Elias_garcia56 Primero orienten uds al equipo de soporte. No tienen la menor idea de como resolver nada. Es una verguenza. Vamos a cerrar la cuenta de mercado pago y evitaremos asi perder mas plata.
3888,2023-02-07 01:14:38+00:00,ML_Ayuda,"@joenoslo80 @ML_Colombia @Mercadolibre @mercadopago Hola, para verificar lo sucedido con tu cuenta, te pedimos que nos envíes usuario y/o algún número de operación que esté vinculado a tu cuenta, que podrás encontrar en tu casilla de correo.

Te esperamos."
3890,2023-02-07 01:07:29+00:00,Tomas_BV,"@mercadopago Me gustaría poder hablar con alguien por teléfono. Quisiera poder resolver el tema de las compras con mi tarjeta por fuera de Mercado Pago en la tiendas digitales.
Además quisiera resolver el tema del bloqueo de mi cuenta: que tengo qué presentar o hacer para poder operar"
3893,2023-02-07 01:00:14+00:00,MP_ayuda,"@lisbancl @RochiiTink @mercadopago @Mercadolibre Hola, vemos que nuestro equipo te brindó respuesta el día de hoy, bajo el número de caso 239788403.

Te sugerimos revisar todas las carpetas de tu e-mail registrado en Mercado Pago, así podrás exponer tus dudas por el mismo medio.

Saludos."
3895,2023-02-07 00:51:46+00:00,ColoAH90,Los prebendarios de @mercadopago no me dejan entrar a mi propia cuenta porque se les canto las pelotas
3896,2023-02-07 00:49:08+00:00,apo_tw,"Es hora que @mercadopago @mercadolibre entren a la F1 apoyando a este pibe. 
@marcos_galperin cumplirle el sueño."
3899,2023-02-07 00:28:08+00:00,LuNicollas,@mercadopago @Americas_MI Riosfranco114@gmail.com
3901,2023-02-07 00:22:32+00:00,marcosvargasb,"@mercadopago muchas gracias,  son la excepcion a la regla, excelente servicio, ojala nunca cambien.👏👏👏"
3902,2023-02-07 00:21:57+00:00,Jorge__Grassi,@Armenderja @mercadopago @Mercadolibre Que?! A mí el domingo me suspendieron la cuenta también. Un montón de dinero tengo adentro. No puedo esperar un año ni en pedo. Me parece que voy buscando un abogado. No puede ser.
3903,2023-02-07 00:20:25+00:00,MP_ayuda,"@vanesa72531974 @andyezeval @mercadopago @marcos_galperin @Elias_garcia56 Hola, para validar lo sucedido con tus transferencias, te invitamos a contactarnos iniciando sesión en tu cuenta y luego ingresá acá: https://t.co/6pV4WQFrKs&gt; ¿Necesitás más ayuda? &gt; Contactanos.Detallá tu consulta y nuestro equipo de soporte te orientará.Saludos."
3904,2023-02-07 00:19:19+00:00,sunnyxiening,"@mercadopago hola!! necesito ayuda, desde ayer no puedo abonar por ningún medio de pago ni en mercado pago ni en mercado libre😭"
3906,2023-02-07 00:15:01+00:00,BarretoJacquy,@mercadopago Yo no estoy de vacaciones 🤭igual no se  nada mal 👏🏻👏🏻
3908,2023-02-07 00:06:26+00:00,valentinmdna3,@DrConsumidorArg @mercadopago Yo empecé a usar Mercado Crédito.  Es más barato que pagar con tarjeta de crédito a medida que lo vas usando más
3909,2023-02-06 23:58:52+00:00,Gonzalonoguer15,"@diegonunezok Yo hasta el dia de hoy no tengo respuestas, tengo hecho el reclamo en @DNDConsumidor el 6/12/2022 y hasta hoy ninguna respuesta.. estas empresas no son nada seria y lo peor le reclamas y @brubank te dice segui intentando el reclamo y @mercadopago no tenes que reclamarle  a ellos"
3911,2023-02-06 23:55:59+00:00,Gonzalonoguer15,"@BCRAusuarios @diegonunezok @mercadopago @BancoCentral_AR @brubankarg @DNDConsumidor Fijense a la fecha que estamos y no me devuelven mi dinero, @DNDConsumidor hace 1 mes fue la ultima vez que me mando un texto pero sin brindarme soluciones, estan alpedo.. @brubankarg y @mercadopago practicamente me estafaron.. Jamas me devolvieron mi dinero"
3912,2023-02-06 23:51:32+00:00,Gonzalonoguer15,"@BCRAusuarios @diegonunezok @mercadopago @BancoCentral_AR @brubankarg @DNDConsumidor Ok eso esta mas que claro! Ahora que van a hacer con mi reclamo?? Desde el 1/12/2022 que @brubankarg y @mercadopago no me devuelven la transferencia de $136.178,96 con Comprobante ID COELSA 67REZ8NP7LR8RKP24KVGOP

USTEDES HABILITAN ESTAS EMPRESAS QUE NO SON PARA NADA SERIAS"
3915,2023-02-06 23:37:53+00:00,ML_Ayuda,"@DeMercadopagoAr @DarlingValencia @cristianjironar @Chile_MP @Mercadolibre @mercadopago Hola, cada usuario solicita ayuda por e-mail, chat o teléfono a través del Portal de Ayuda: https://t.co/7JvfBRQYvE o por DM.

No tenemos un número telefónico. Si sospechas de algún perfil que te contactó o te compartió un enlace privado que no es el nuestro, avisanos.

Saludos."
3917,2023-02-06 23:33:48+00:00,ML_Ayuda,"@DarlingValencia @cristianjironar @Chile_MP @Mercadolibre @mercadopago Hola. Tenemos diferentes canales de atención para que te contactes con nuestro equipo de soporte. 

Podrás contactarnos por DM desde nuestras cuentas verificadas de Facebook, Instagram y Twitter o desde el Portal de Ayuda: https://t.co/QqtaN36AkU

Saludos."
3918,2023-02-06 23:24:03+00:00,Martin_Di_Paolo,"Siempre le queda chico un 🧵 a @Mercadolibre pero este muestra la importancia de la inclusión financiera como motor y el impacto de @mercadopago en MELI. Ni que hablar de la cantera de emprendimientos y proyectos que salen de ahí. Un verdadero ecosistema. Más de esto, por favor!"
3919,2023-02-06 23:23:39+00:00,Rodrigorivs,"@CursedPaint @mercadopago Pagas con tarjeta y cuando un producto sale malo te dejan el $ en @mercadopago y no lo devuelven con la escusa que se demora mucho el tramite, para que les sigas comprando. No tenia ni cuenta de mercadochanta y me paso eso.
Son unos care raja simberguenzas. Y @SERNAC los protege"
3921,2023-02-06 23:13:20+00:00,Armenderja,@ML_Ayuda @mercadopago @Mercadolibre Derjai@hotmail.com es mi uusario
3922,2023-02-06 23:11:57+00:00,carolinastricke,@ML_Ayuda @Armenderja @mercadopago @Mercadolibre Hola necesito ayuda con mi cuenta que también fue suspendida teniendo todos los datos correctos
3924,2023-02-06 23:09:06+00:00,ML_Ayuda,"@Armenderja @mercadopago @Mercadolibre Hola, para verificar lo sucedido con tu cuenta, te pedimos que nos envíes usuario y/o algún número de operación que esté vinculado a tu cuenta, que podrás encontrar en tu casilla de correo.

Te esperamos."
3927,2023-02-06 22:51:32+00:00,Ajo_confit,"@MichiFuzzy @mercadopago Mal. Mucha suerte, mucha."
3929,2023-02-06 22:48:46+00:00,Jorge__Grassi,"@ML_Ayuda @mercadopago @ML_Argentina 
Para cualquier de las 3 cuentas. Necesito ayuda con mi cuenta de ML/MP por favor. Si son tan amables de contactarme para ayudarme con mi problema se los agradezco."
3932,2023-02-06 22:42:20+00:00,kattyjorquera85,"@_conicon_i Hola, no nada, realicé un reclamo en Sernac a @mercadopago  porque info de Isabella-moda no existe nada.
Y pagué segura mis productos porque estaba verificada la empresa por MP
Ahora solo queda esperar a que me respondan desde @SERNAC 😔"
3933,2023-02-06 22:38:47+00:00,kattyjorquera85,"@mercadopago @SERNAC En la App no me pueden ayudar, porque dice que el vendedor debe autorizar la devolución.
¿Cual vendedor? Si no existe ningún medio de contacto.
Dice que mi pago lo recibió Now pagos SPA Rut: 77441465-7
El cual no existe.
Necesito una solución real"
3935,2023-02-06 22:25:40+00:00,EstafabotOK,"@MercadopagoArl @fervaldez___ Cuidado, asegurate de estar hablando con la cuenta oficial (@mercadopago)"
3936,2023-02-06 22:22:08+00:00,Zeroseed26,@mercadopago hola adelante el pago de varias cuotas de mercado pago y no me salta lo que debería pagar el mes que viene
3937,2023-02-06 22:19:45+00:00,juane_rodriguez,"@RadioMESTIZAJES @Mercadolibre @mercadopago @sicsuper Me uno a este hilo, porque este vendedor el cual aparece como DAZASARA20220912222129. Es el mismo de varvalshop y tecnoperinta. @Mercadolibre revisar este vendedor por qué sigue estafando enviando link de pago de @mercadopago. ¿Cómo es posible que no revisen los vendedores? https://t.co/KFY5Pb4ysg"
3940,2023-02-06 21:53:52+00:00,kgguillen,Bien #PersonalPay (sin Twitter) de darnos una opción a quiénes no queremos dejar 1 peso más en @mercadopago que se las ingeniaron con el reconocimiento facial para molestar a la gente
3941,2023-02-06 21:48:44+00:00,kgguillen,"@DeMercadopagoAr @Matias13907799 Cuenta falsa, la verdadera @mercadopago no te darán bola nunca o como mucho te dirán que el reconocimiento facial es obligatorio y te la calas"
3942,2023-02-06 21:45:57+00:00,TCBP24,"@hernihs27 @mercadopago Disculpa, al final pudiste solucionar el problema? o te cerraron la cuenta de Mercado Pago? me ayudarías mucho con la información"
3944,2023-02-06 21:44:17+00:00,TCBP24,"@eze_br @mercadopago Disculpa, al final pudiste solucionar el problema? o te cerraron la cuenta de mercado pago, me ayudarías mucho con la información"
3947,2023-02-06 21:34:24+00:00,Tony_VazquezR,"@Mercadolibre @mercadopago @ML_Ayuda @Profeco no tienen internet o tienen demasiadas quejas. Ya va el cuarto día de mi compra y ni siquiera está en paquetería, menos en camino. https://t.co/Te2qgmExjP"
3948,2023-02-06 21:23:43+00:00,swagvodka,@gabbinhoo @mercadopago si:(
3949,2023-02-06 21:20:23+00:00,golmatt,"@IgnacioBTato @mercadopago @belo_app @mbeaudroit Desde ayer me vienen rechazando varios comercios los pagos con QR con tarjetas prepagas como belo o @LetsBit_ok .. no indica cuál es el error , pero supongo que es que el comercio no las acepta .. con dinero en cuenta o una débito común la transacción pasaba"
3950,2023-02-06 21:18:36+00:00,lalolyta,"@mercadopago Ok , lo voy a buscar desde las demás redes, ya estoy cansada de llenar el mismo formulario y ni una solución !!!! Los días corren"
3951,2023-02-06 21:14:44+00:00,ovanorge,Si alguna vez incorporarte una tarjeta a @mercadopago y luego la borraste vas hacer rehén toda la vida de la aplicación. Te pueden realizar compras por más que no tengas la tc de alta en la.misma plataforma.
3952,2023-02-06 21:11:21+00:00,MichiFuzzy,@Ajo_confit @mercadopago Que suerte!
3953,2023-02-06 21:04:07+00:00,Ajo_confit,"@MichiFuzzy @mercadopago Gracias totales, el DNI apareció en la comisaría 😰"
3955,2023-02-06 20:57:04+00:00,CursedPaint,"@mercadopago Buenas tardes, quiero retirar dinero de mi cuenta de mercado pago, pero cuando lo hago aparece ""Tu retiro no pasó nuestra validación de seguridad."" Quisiera que me solucionasen este error"
3956,2023-02-06 20:52:39+00:00,ovanorge,@mercadopago estimas tengo inconvenientes con la facturación de una compra que no finalice con una tarjeta no asociada a mi cuenta. me podrían contactar!!!
3958,2023-02-06 20:42:22+00:00,JorgeCarrilloS,@icemodding @LetsBit_ok @mercadopago Hay mejor rendimiento en mercado pago y personal PAY que con esta gente. Te habla de ese número pero en realidad no es así.
3960,2023-02-06 20:30:36+00:00,gabbinhoo,"@swagvodka @mercadopago Nooo que paja Martu, un garrón :("
