,Date,User,Tweet
1659,2023-02-17 12:01:54+00:00,arrancamelavid_,"@NaranjaX Si, la respuesta es que tengo que esperar un mail que nunca llega. El dinero se devalúa y los intereses no me perdonan. Pero bueno, es evidente que a uds. Nos les interesa."
1661,2023-02-17 11:55:06+00:00,Marcela58824250,"@NaranjaX Por ahora ya volvió a funcionar como corresponde, pero la verdad esa aplicación es muy mala, siempre tiene problemas, no da confianza"
1662,2023-02-17 11:51:50+00:00,arrancamelavid_,"@NaranjaX Si, ya escribí mil veces y no resuelven nada. Es una pena que nos hayan estafado a tantos..."
1669,2023-02-17 11:37:01+00:00,arrancamelavid_,@NaranjaX Naranja se quedó con mi dinero y no me lo quiere devolver?
1670,2023-02-17 11:36:23+00:00,santiezem,@NaranjaX les mandé DM
1674,2023-02-17 09:14:30+00:00,Yazbhert,@NaranjaX Yo no tengo ninguna cuenta con ustedes y me llego ese correo
1675,2023-02-17 09:04:01+00:00,Juan40860887,@NaranjaX cuanto demora en activarse las tarjeta de credito?
1676,2023-02-17 04:49:33+00:00,eyminitah,@kicocrea_essen Antes eran BBVA y/o NaranjaX. Son multitasking para la estafa https://t.co/LBuTwap4pE
1677,2023-02-17 03:23:03+00:00,AngieGaiero,Naranja y la concha de tu madre @NaranjaX
1678,2023-02-17 03:14:28+00:00,Joha_Aurinegra,@NaranjaX Un desastre la app me aparece constantemente en reparación
1679,2023-02-17 02:44:26+00:00,juancemusic,Jajajaja y así funciona el portal de ayuda de @NaranjaX 😂🤦‍♂️🤦‍♂️🤦‍♂️ que empresa de M13RD4... Cada día se va más al tacho esta empresucha de morondanga 😑👎🏻 https://t.co/m3wEoGPH6W
1680,2023-02-17 02:33:52+00:00,juancemusic,"La app de @NaranjaX anda como el reverendo culo! 🤦‍♂️
Pones el email y la clave correcta y te tira error, encima te dice que alguien más esta intentando acceder a tu cuenta cuando absolutamente nadie tiene mis datos 😑
A ver si arreglan esa app de porquería!!!!"
1681,2023-02-17 02:26:50+00:00,brunebertotti,@NaranjaX no me funciona la app para hacer transferencias !! Necesito q lo arreglen !!!
1682,2023-02-17 02:16:17+00:00,meliipastelito,@NaranjaX Estoy teniendo inconvenientes para transferir dinero.
1683,2023-02-17 02:12:34+00:00,cba_canalla,@gersabat @NaranjaX https://t.co/E5ClyZ9fEt
1684,2023-02-17 02:07:19+00:00,AndreMLKairos,@NaranjaX Que pasa con la aplicación??
1685,2023-02-17 01:59:27+00:00,d_paolas,@NaranjaX Problemas para ver las cuentas y hacer transferencias por lo que leí estamos hace varias horas así alguna respuesta
1686,2023-02-17 01:55:50+00:00,camilatais___,"@Nico_Becerra_ @NaranjaX no, estos son una manga de pelotudos"
1687,2023-02-17 01:53:40+00:00,gabyabraham83,@Caro_ludueno97 @NaranjaX Una persona aquí en tweet dice q podés ingresar el dinero que tenés en naranja desde mercado pago. Espero puedas suerte!
1688,2023-02-17 01:52:22+00:00,gabyabraham83,@GalleFernandezN @Alangoitea02 @NaranjaX Gracias me acabas de salvar la cena
1689,2023-02-17 01:42:28+00:00,Solcytta,"@NaranjaX Que pasa con la aplicación, desde esta tarde que necesito hacer una tranferencia y no me deja !!"
1690,2023-02-17 01:32:25+00:00,RodoGMZ_Travel,"@NaranjaX Hola, puede ser que haya problemas para hacer transferencias? saludos"
1691,2023-02-17 01:26:21+00:00,EliasEsteche5,@NaranjaX quiero transferir y no me deja me tira este error hace horas solucioneloo https://t.co/hsDQbIHIsf
1692,2023-02-17 01:22:18+00:00,Nico_Becerra_,@camilatais___ @NaranjaX Ay q sensiblee
1693,2023-02-17 01:18:52+00:00,FlannOConnor,"@EnanaRo1 @NaranjaX @ClaroArgentina Que haga la denuncia, acá en Mendoza se puede hacer a través de la página del Ministerio Público Fiscal."
1694,2023-02-17 01:16:36+00:00,TuchoMassa,"@NaranjaX .. Me atendió una máquina el msj... No entiende nada y no me da opciones, vamos para atrás con naranja x... Soy  cliente desde hace 30 años, cuando me atendía gente , no robots"
1695,2023-02-17 01:13:53+00:00,EZonico,@NaranjaX desde hoy que no se puede transferir plata! Van a tardar más?
1696,2023-02-17 01:09:43+00:00,nnaatii_,"@EstafabotOK @NaranjaX Rapidísimo me di cuenta, ni 5000 seguidores tiene. Gracias!!!!"
1697,2023-02-17 01:08:50+00:00,vandienk,@NaranjaX Qué pasa que no funciona la parte de transferencias de la app?
1698,2023-02-17 01:08:00+00:00,GoboSports,Que onda @NaranjaX van a arreglar el sistema o tengo que estar entrando cada 1 hora al home de Naranja X para ver si ya puedo transferir dinero? No puede funcionar tan mal su servicio
1699,2023-02-17 01:01:26+00:00,GalleFernandezN,@Alangoitea02 @NaranjaX Nunca usé modo 🥲 Calculo q podes usar cualquier cuenta q te permita generar la transacción a través de un DEBIN. Éxitos
1700,2023-02-17 01:00:00+00:00,Caro_ludueno97,"@NaranjaX No se puede transferir ni mover el dinero. 
Necesito una solución YA! https://t.co/Gvh7RaICX1"
1701,2023-02-17 00:52:54+00:00,DaMHoLyBlasT12,"Hoy me hicieron pasar vergüenza ustedes @NaranjaX 

No pude pagar por lo que se cae la página..."
1702,2023-02-17 00:51:53+00:00,Emaa_1999,@lk1lk3 @NaranjaX A mi también
1703,2023-02-17 00:50:21+00:00,Alangoitea02,"@MaruMerlino @NaranjaX Vincula tu cbu a mercado pago y saca la plata por ahi, podes hasta 200.000"
1704,2023-02-17 00:50:03+00:00,Rox53681511,Otra vez sin funcionamiento la App #naranjax
1705,2023-02-17 00:47:01+00:00,CharlyHard2012,@Caro_ludueno97 @NaranjaX Estoy en la misma situación
1706,2023-02-17 00:45:51+00:00,Alangoitea02,@GalleFernandezN @NaranjaX Sabes si con modo se puede igual? porq no tengo mp
1707,2023-02-17 00:43:26+00:00,MaruMerlino,@NaranjaX estoymcon problemas para realizar operaciones desde la app... Lo noté a las 20 hs. Qué puedo hacer?
1708,2023-02-17 00:43:08+00:00,corzomaxi,@GalleFernandezN @NaranjaX Excelente 👌
1709,2023-02-17 00:42:26+00:00,Pablo7pacheco,@lk1lk3 @NaranjaX en la misma brodi 😫
1710,2023-02-17 00:30:01+00:00,Axeltoledano10,@Mile_DIM @NaranjaX Yo no puedo transferir dinero😭
1711,2023-02-17 00:29:05+00:00,Axeltoledano10,@Mile_DIM @NaranjaX X2
1712,2023-02-17 00:27:18+00:00,thepiffy,@NaranjaX qué anda pasando que la app no me dejaba hacer transferencias y ahora no me deja iniciar sesión?
1713,2023-02-17 00:25:01+00:00,arielromero2332,@GalleFernandezN @NaranjaX Crack
1714,2023-02-17 00:02:30+00:00,joseinasot,"@GalleFernandezN @NaranjaX Muchas gracias, no conocía este método y me funcionó!"
1715,2023-02-17 00:01:45+00:00,Jorgeduvidela,@NaranjaX #VOLEYenDEPORTV  viendo el partido desde Villa del Dique Cordoba. Vamos matanza
1716,2023-02-16 23:56:17+00:00,GalleFernandezN,@NaranjaX https://t.co/IHihXij4lg
1717,2023-02-16 23:55:56+00:00,GalleFernandezN,@NaranjaX https://t.co/IHihXij4lg
1718,2023-02-16 23:53:58+00:00,GalleFernandezN,"Tw es servicio. Para todos los q tienen fondos en @NaranjaX y no pueden usarlos porq la app NO ESTÁ FUNCIONANDO (algo recurrente). Pueden usar la opción de ""ingresar dinero"" desde mercadopago y una vez ahí mover los fondos a donde deseen. ⏬ https://t.co/UHmiEFZ2u9"
1719,2023-02-16 23:51:31+00:00,DuranLpda,Que onda @NaranjaX??? Hace dos horas quiero transferir y no puedoooo
1720,2023-02-16 23:51:19+00:00,taan_alvarez,@NaranjaX Soy a la única q se le cayó la app?? no puedo transferir @NaranjaX !!
1721,2023-02-16 23:51:06+00:00,carlos66257681,@lk1lk3 @NaranjaX no me esta dejando retirar ni entrar a la parte de retiros q esta pasando?@NaranjaX
1722,2023-02-16 23:46:36+00:00,Souu84,"@NaranjaX me podría dar una solución? Ingrese  dinero a mi billetera virtual y no se me acredita, por fa vor aguardo su respuesta! Gracias"
1723,2023-02-16 23:38:03+00:00,Javitosarmient0,@Mile_DIM @NaranjaX Me pasa exactamente lo mismo
1724,2023-02-16 23:37:40+00:00,Mile_DIM,"Hola @NaranjaX . No puedo operar con la app. Todo me da error, ayudaaaa"
1725,2023-02-16 23:37:17+00:00,Alangoitea02,@Caro_ludueno97 @NaranjaX Llama al 0810 333 6272 y podes reclamar igualmente
1726,2023-02-16 23:36:14+00:00,Cristof79001587,"@NaranjaX No puedo utilizar la seción ""cuentas"" de la app, cuándo van a solucionarlo?!!!"
1727,2023-02-16 23:34:06+00:00,camilatais___,@NaranjaX tienen mucho tiempo para twittear cosas pero no para responder las consultas de los clientes!!!
1728,2023-02-16 23:32:31+00:00,Alangoitea02,"@Caro_ludueno97 @NaranjaX Recien llame a naranja x porque tampoco te deja hacer transferencias y me dijeron que es un problema general, que ya era como la 12 vez que llaman a ese asesor por lo mismo y que se solucionaria mañana"
1729,2023-02-16 23:26:30+00:00,Caro_ludueno97,@NaranjaX No puedo ver los movimientos de mi cuenta. Por favor comuníquense conmigo porque hay muchas páginas que encima te estafan
1730,2023-02-16 23:24:55+00:00,gersabat,Con @mercadopago esto no pasa! Horrible @NaranjaX
1731,2023-02-16 23:24:34+00:00,luevangelina,@gersabat @NaranjaX Literal hace 2 hs que trato de hacer transferencia y la app no funciona.
1732,2023-02-16 23:23:03+00:00,MauriiSarasua,@NaranjaX No puedo ni hacer transferencias y voy a cargar la sube
1733,2023-02-16 23:22:38+00:00,gersabat,@NaranjaX es un espanto su app https://t.co/SnYzj2iUEK
1734,2023-02-16 23:21:46+00:00,EnanaRo1,"PD. Aprovecho para tirar bardo tanto a @NaranjaX como a @ClaroArgentina  (de paso, no? Porq me pasó similar y sacaron como 8 líneas a mi nombre con sus correspondientes montos exorbitantes).
Sus políticas de seguridad son BASURA.
Estafan a sus clientes y no hacen nada."
1735,2023-02-16 23:20:57+00:00,joseinasot,@NaranjaX hola hace horas que no puedo hacer transferencias
1736,2023-02-16 23:06:07+00:00,Diablita_Alo,"@NaranjaX la concha de tu madre quien me devuelve el 8% que tuve que pagar de intereses porque su app no anda,la tarjeta tampoco"
1737,2023-02-16 23:05:03+00:00,miliiiita__,@NaranjaX podrían mejorar un poco su sistema del orto no?
1738,2023-02-16 23:03:28+00:00,FerGHernandez_,@lk1lk3 @NaranjaX Me pasa lo mismoo
1739,2023-02-16 23:01:32+00:00,guzr97,@PSGSebastian @NaranjaX Esta caído al parecer.
1740,2023-02-16 22:55:07+00:00,yamimattar,@NaranjaX me figura como error hacer las transferencias pero sin embargo me descuenta el dinero!! Que onda?
1741,2023-02-16 22:51:35+00:00,PSGSebastian,@NaranjaX cómo va? NaranjaX no me deja hacer transferencias https://t.co/VUuVwS3JRx
1742,2023-02-16 22:51:04+00:00,AnaLauraCiacia,"Para colmo @NaranjaX .
Estafadores!!! Me hostigan con una supuesta deuda, pero no saben bien de qué.
No tengo la tarjeta 🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️"
1743,2023-02-16 22:50:39+00:00,PSGSebastian,@Souu84 @NaranjaX Estoy en la misma
1744,2023-02-16 22:50:14+00:00,PSGSebastian,@lk1lk3 @NaranjaX Ami me está pasando lo mismo
1745,2023-02-16 22:47:22+00:00,guzr97,@Souu84 @NaranjaX Al parecer esta caído.
1746,2023-02-16 22:42:05+00:00,Souu84,"@NaranjaX alguien me puede ayudar? Hice una recarga de dinero a  mi naranjax y no me llega, Por fa vor una respuesta gracias."
1748,2023-02-16 21:29:41+00:00,angieroc1965,@NaranjaX quiero notificarlos que me hablaron en nombre de su empresa donde se nos informa que disponemos de una nueva tarjeta con un chip de seguridad.
1750,2023-02-16 21:02:07+00:00,PanchoMatias17,@NaranjaX les dieron vacaciones a los de atención al cliente? Digo por que hace 52hs quiero comunicarme
1751,2023-02-16 20:40:24+00:00,AnaLauraCiacia,"@NaranjaX sigue con su hostigamiento 
NO DEBO NADA!!!! https://t.co/VUjbVISH9R"
1752,2023-02-16 20:21:32+00:00,Marcela58824250,@NaranjaX No puedo entrar a cuentas desde la aplicación @NaranjaX ! Cuál sería la canción?
1753,2023-02-16 20:18:34+00:00,lk1lk3,@NaranjaX hay algún problema? Quiero transferir de manera urgente y me sale esto. https://t.co/erjhzZBx98
1754,2023-02-16 19:44:55+00:00,GordoRobles,@NaranjaX Ya les mande pero no me dan ninguna solución
1756,2023-02-16 19:41:23+00:00,AnaLauraCiacia,"@NaranjaX @DNDConsumidor @DefensorCba Eso me mandan ustedes, YO NO RENOVÉ NADA!
@NaranjaX @DefensorCba @DefensorCba"
1757,2023-02-16 19:39:36+00:00,AnaLauraCiacia,"@NaranjaX @DNDConsumidor @DefensorCba Lau, verifico que contás con tarjetas activas. Tené en cuenta que si bien descartaste los plásticos, no implica la baja de la cuenta. Veo que se generó la renovación del contrato, que se abona cada dos años y en tres cuotas.  El importe a pagar de febrero es $3.107,43."
1758,2023-02-16 19:06:18+00:00,artismaxi,@NaranjaX la aplicación anda mal y no me muestra el rendimiento 😩
1760,2023-02-16 18:56:01+00:00,GordoRobles,@NaranjaX Que pasa con la app que hace 3 dias que no anda?
1761,2023-02-16 18:29:15+00:00,AnaLauraCiacia,"@NaranjaX aunque ustedes no lo crean , me acaba de confirmar que me cobran una renovación. Los últimos plásticos se vencieron hace meses. No solicite nuevos y NO me los enviaron. PERO COBRAN IGUAL!  @DNDConsumidor @DefensorCba"
1764,2023-02-16 18:12:55+00:00,ConsultantsDmg,@NaranjaX es que con ustedes no tengo problemas. Por eso lo que puse!! Ustedes anda bien! Y el @BancoGalicia también. El problema es co  el @ICBCArgentina
1765,2023-02-16 17:58:37+00:00,AnaLauraCiacia,"@NaranjaX @DNDConsumidor @DefensorCba Ya me comunique, tampoco obtuve respuesta.
Pero si me hostigan a mi teléfono y a mi mail.
Me piden llamar?"
1766,2023-02-16 17:37:51+00:00,alejandropozo,"@NaranjaX @Visa Haz lo que yo digo, pero no lo que yo hago. Algo así seria."
1769,2023-02-16 17:11:33+00:00,alejandropozo,"@NaranjaX si ustedes ofrecen la naranja visa, porque razón no dejan pagar con la tarjeta de débito @Visa. Media pila."
1770,2023-02-16 16:58:18+00:00,Andrs90281182,@NaranjaX Alguna que sepamos todos?
1771,2023-02-16 16:31:21+00:00,arrancamelavid_,@NaranjaX Like si queres que naranja te devuelva la plata que re robaron 🤞 (ni se gasten en privado porque hace más de un mes responden lo mismo)
1772,2023-02-16 16:28:09+00:00,AnaLauraCiacia,"@NaranjaX volvió al hostigamiento!!!
NO DEBO NADA
NO TENGO LOS PLÁSTICOS 
NO ME ATIENDE X TEL
@DNDConsumidor @DefensorCba"
1778,2023-02-16 15:40:34+00:00,MartinT2023,"@NaranjaX Llego tarde, pero estoy en la misma.
¿A que santo habrá que rezarle para que me devuelvan los ahorritos que me robaron de la app Nx?"
1780,2023-02-16 15:31:48+00:00,Nancy_E_Souza,@NaranjaX A quien le rezo para que anda la app todos los meses? Nunca puedo ver de cuánto es mi próximo vencimiento y llevar un control de mis movimientos
1781,2023-02-16 15:19:33+00:00,MUNDIALMODE,@mceciliaab @NaranjaX La solución es huir de esa horrible entidad crediticia usurera
1783,2023-02-16 14:52:26+00:00,JJAlarcon76,@NaranjaX Ay ay ay! Y ahora que?! No me entregan la NaranjaX que esta en camino desde 24/1 x 2da vez y ahora veo que me envían otra AMEX que ya me la entregaron.
1785,2023-02-16 14:30:02+00:00,mceciliaab,"@NaranjaX entiendo, pero tienen mi número de teléfono y otros datos que jamás brindé. Les escribí"
1787,2023-02-16 14:22:09+00:00,Catalinnaaaaaa,"@NaranjaX ESTOY PODRIDA DE LEER Y ESCUCHAR SIEMPRE EL MISMO VERSO, ¡NECESITO SOLUCIONES! NO UN MENSAJITO DE ""LAMENTAMOS LAS MOLESTIAS"" PORQUE NO LAMENTAN NADA. 5 MESES PARA QUE NX SE CAGUE PARA DEVOLVERME 160 MIL PESOS +INTERESES"
1790,2023-02-16 14:15:18+00:00,mceciliaab,@NaranjaX y a quién le rezo para que dejen de boludearme con la validación de mi identidad? o a quién le rezo para que dejen de llamarme ESTAFADORES haciéndose pasar por uds. aprovechándose de que los contacté cien mil veces para que corroboren mi cara horrible con mi DNI
1791,2023-02-16 14:15:06+00:00,Catalinnaaaaaa,"En menos de 3 días y 17 horas se soluciona tu caso, YA PASO UNA SEMANA Y NO ME SOLUCIONARON NADA @NaranjaX. Ahora me dicen que una semana más 
NARANJA X DEJEN DE CAGARLE LA GUITA A LA GENTE 
El 23 de Septiembre eran 72 h hábiles y van CASI CINCO MESES https://t.co/r5ysJ9FaWd"
1792,2023-02-16 14:09:03+00:00,SilviaGrasiano,"@NaranjaX Sí, yo disculpo pero AVISEN porque los usuarios no somos adivinos!!!"
1795,2023-02-16 14:03:26+00:00,SilviaGrasiano,"@NaranjaX Gracias, ya me ayudaron, es que tenía que cambiar contraseña por una de 6 dígitos,antes era de 4 y uds ni ahí se ocuparon de avisarnos a los usuarios!!!"
1796,2023-02-16 13:54:34+00:00,Rous_cripto,"@NaranjaX 🤣 lo dudo, acabo de escribirles por que hace días que quiero pagar mi tarjeta de forma online y no puedo, y me sugiere que dé de baja la tarjeta 🤣 seguramente tome la sugerencia. Me tienen podrida"
1799,2023-02-16 12:38:26+00:00,JuanManuelSast,"@NaranjaX @Abyta007 Ya realice como dije en la publicación reclamos por todos los canales posibles y no tengo solución tienen todos mis datos y nadie me da una respuesta a mi problema, depositen mi plata y asunto solucionado tan difícil es de entender"
1809,2023-02-16 11:14:24+00:00,latorre_adolfo,@NaranjaX Hola Tarjeta Naranja !!! El día 11 de febrero hice el pago total y aun hoy 16 de febrero me sale que están procesando el pago ????????? Que tienen ... un procesador a mano ??? No los entiendo !!
1810,2023-02-16 11:03:14+00:00,SilviaGrasiano,@NaranjaX Recién intenté ingresar a mi cuenta y me dice que es errónea!!! Qué hicieron????!!!!!!!! DESASTRE
1811,2023-02-16 09:48:56+00:00,SilviaGrasiano,"@NaranjaX Hola, lo hice!!! Seguí las instrucciones y jamás me derivó con una persona. Pésimo el ""cambio"" que hicieron!!!!"
1812,2023-02-16 04:30:47+00:00,cecemiy,"@NaranjaX Un desastre la verdad... me mandan mail de cuenta bloqueada de la nada. Ingreso con mi contraseña habitual solo desde mi pc, desde mi celular no me deja. No entiendo como logran que nunca nada funcione bien con naranja"
1813,2023-02-16 02:39:01+00:00,JuanManuelSast,"@NaranjaX @Abyta007 El día 06/02/23 me realizaron una transferencia y ya pasaron 10 días y todavía no tengo respuesta, realice los reclamos por todos los medios posibles y nada QUIERO MI PLATA YA PORFAVOR LA NECESITO"
1814,2023-02-16 01:54:19+00:00,elinformatorio,"A pesar de la inseguridad, la Argentina se ubica en el Top 5 de los países que más usan el móvil https://t.co/dFcHO5v8V7 #móvil #mobile #celu #seguro @sebas546 @gcorrea_ok @Balmartin @ejesdecom @globalnewsgroup @LidiaSchmukler @cpalastro @veroovalcarcel @BancoGalicia @NaranjaX"
1815,2023-02-16 01:41:14+00:00,cosmicagh,@NaranjaX necesito hablar con alguien x el cobro de mi tarjeta 🫠
1816,2023-02-16 01:24:30+00:00,ezeiza2023,@NaranjaX Hay que votar bien para no quedarse sin plata antes de fin de mes.
1817,2023-02-16 00:58:14+00:00,holamihentebeia,Hoy me llamaron de @NaranjaX porque supuestamente pedí un préstamo. A tu hermana pedí prestado. Lcdll.
1819,2023-02-15 23:14:09+00:00,LeoMark_Ok,"@NaranjaX ¿Y si en vez de hacer chistes, se dedican a arreglar la App que es un desastre ultimamente?"
1820,2023-02-15 23:02:29+00:00,Elgo_Mero,"@NaranjaX quiero que me devuelvan los 13.000$ que robaron de mi cuenta por el sistema de merda que tienen, hace siglos que no se usan claves numericas manga de pelotudos garcas"
1821,2023-02-15 22:57:06+00:00,Fabiana46833881,"@NaranjaX han hecho una compra con mi tarjeta por 80000 pesos , quiero desconocer compra , que me solucionen esto y que se vayan a LCDLL,"
1822,2023-02-15 22:46:02+00:00,tomiclimente,"@GonzaStp @Silberdamian @godxanadu Con lo nuevo de que pagan en dls al ofi tmb? crei que se acercaba mas a Meli, naranjaX y esas"
1823,2023-02-15 22:05:45+00:00,CarlosEC181818,@NaranjaX una desatención total hacia los adheridos a esta tarjeta de crédito. No te atienden nunca!! Pero ...claro...para cobrarte cualquier ítems inventado por ellos son rapidísimos!!😡😡
1825,2023-02-15 21:27:10+00:00,FacuGrimaut,@JoaBhr @NaranjaX 😆😆😆😆
1827,2023-02-15 21:12:53+00:00,TeorinoElhoyo69,"@NaranjaX Con quién, con el bot retardado que compraron en Afganistán?"
1828,2023-02-15 21:03:19+00:00,CarlosEC181818,@NaranjaX una desatención total hacia los adheridos a esta tarjeta de crédito. No te atienden nunca!! Pero ...claro...para cobrarte cualquier ítems inventado por ellos son rapidísimos!! @NaranjaX 😡😡😡
1830,2023-02-15 20:57:04+00:00,JoaBhr,@NaranjaX Jajajaja @FacuGrimaut nuestra metáfora 😅
1831,2023-02-15 20:38:41+00:00,TeorinoElhoyo69,"@NaranjaX Son un desastre y se hacen los graciosos? Por qué no tratan de solucionar problemas, inútiles!"
1832,2023-02-15 20:19:51+00:00,arrancamelavid_,"@NaranjaX Ya hice la denuncia a defensa al consumidor. Veo muchísima gente quejándose de que se quedaron con su dinero, pensé que eran serios. Más que estafada me siento, por privado no resuelven nada, solo son una perdida de tiempo. Devuelvanle la plata a la gente que confía en uds!"
1834,2023-02-15 20:14:59+00:00,FlaaVillagra,@MariaLujan2022 @NaranjaX Estoy igual !!!
1835,2023-02-15 20:02:30+00:00,SilviaGrasiano,@NaranjaX Será al mismo santo para que un operador HUMANO de NaranjaX nos atienda el teléfono???
1836,2023-02-15 19:58:25+00:00,arrancamelavid_,"@NaranjaX Alguien sabe cuando me van a devolver mi dinero? Ah, ya se, me siento a esperar el mail que nunca llega. 🤦‍♀️"
1838,2023-02-15 19:53:30+00:00,MariaLujan2022,@NaranjaX @FlaaVillagra Yo quiero hacer una consulta x md pero me escribe un robot 🤦‍♀️
1840,2023-02-15 18:32:07+00:00,FlaaVillagra,@NaranjaX Holaaa! Necesito dar de baja las tarjetas de crédito.
1842,2023-02-15 18:20:47+00:00,MartinT2023,@NaranjaX Mi calculadora aconsejándome sobre la billetera virtual de Nx sin factores de seguridad. https://t.co/LXJQEXCC0s
1843,2023-02-15 18:06:07+00:00,DrunkguschaArt,"@NaranjaX Hola, estoy intentando contactar con alguien pero no responden, necesito activar mi tarjeta y no puedo entraaar"
1847,2023-02-15 17:43:59+00:00,Magda48471587,@NaranjaX Estoy hace 11 días esperando la activación de la tarjeta...y no pasa nada ! No responden  las quejas ni dan solución la aplicación no sirve!
1848,2023-02-15 17:39:22+00:00,VanesaR86254632,@NaranjaX Me responde respuesta automática y no puedo comunicarme con nadie
1850,2023-02-15 17:37:02+00:00,VanesaR86254632,@NaranjaX Gracias ya les mandé.
1852,2023-02-15 17:19:53+00:00,MartinT2023,"@NaranjaX *Saca la Naranja X*

...*Le roban todo de la app*

(Si naranja ya mandé directo y me dijeron lo mismo de siempre. En revisión hace más de un mes)"
1853,2023-02-15 17:18:48+00:00,Micaelaj1,@NaranjaX Como es para que den efectivo? Por el 0810 no me atienden 😭
1855,2023-02-15 16:04:57+00:00,SkomaidO,@NaranjaX Jamás pongan dinero en NX. Jamás de los jamases. Bloquean la cuenta y rezale a un santo que te solucione. No tenes acceso a tu $.
1856,2023-02-15 15:35:33+00:00,DNDConsumidor,@AnaLauraCiacia @NaranjaX @DefensorCba ¡Hola! Podés hacer tu reclamo acá → https://t.co/UqYjS3aAGI. Recordá que nuestra cuenta oficial tiene un tilde azul verificador e ignorá los mensajes de las que no lo tengan.
1857,2023-02-15 15:24:07+00:00,DNDConsumidor,@AnaLauraCiacia @NaranjaX @DefensorCba @canal10cba @gobdecordoba @AmericaTV @centromediatv @PRossiOficial @ljuez ¡Hola! Podés hacer tu reclamo acá → https://t.co/UqYjS3aAGI. Recordá que nuestra cuenta oficial tiene un tilde azul verificador e ignorá los mensajes de las que no lo tengan.
1858,2023-02-15 15:21:54+00:00,Noelidi,@NaranjaX Ya lo resolví. Gracias
1859,2023-02-15 15:10:08+00:00,pauk,"La #canastaescolar llegó con +100% de aumento. Las empresas duplicaron los montos de los vouchers que entregan a empleados para comprar útiles y adelantaron el beneficio para hacer frente a la inflación. Lo contamos con @Cuponstar @SomosALOT y @NaranjaX 
https://t.co/hf784t0HGu"
1862,2023-02-15 14:32:32+00:00,ConsultantsDmg,No anda el reconocimiento facial. No se puede desbloquear. En sucursal atienden sin ganas. Por teléfono son más correctos perp no les dan herramientas. @NaranjaX tiene más rapidez. @BancoGalicia esta más orientado al cliente. @ICBCArgentina gracias por complicarme la vida
1865,2023-02-15 14:06:42+00:00,LJBandres,@NaranjaX @martin_drudi De que sirve si no dan solución a una transferencia QUE ES PARA UNA CIRUGÍA URGENTE?
1866,2023-02-15 14:06:00+00:00,Awen_Cripto,@NaranjaX Soy cliente hace 23 años. Hace 15 días quiero habilitar mi tarjeta y no puedo. No voy a bajar la app. Por teléfono nada. A través de la web me obligan a descargar app. Está tarjeta se transformó en una mierda. Cero ayuda.
1868,2023-02-15 13:55:31+00:00,martin_drudi,@NaranjaX Para esto me piden que me comunique con ustedes por privado. El maldito malparido cerró el caso sin responderme. https://t.co/QKKRq3dghx
1869,2023-02-15 13:54:34+00:00,LJBandres,@lu_pian @NaranjaX Yo estoy con una transferencia no acreditada desde el 5/2
1870,2023-02-15 13:53:54+00:00,LJBandres,@martin_drudi @NaranjaX Yo estoy con una transferencia sin acreditar desde el 5/2
1872,2023-02-15 13:52:53+00:00,LJBandres,"@lujanAraujo19 @NaranjaX Estoy con el mismo tema, una transferencia sin acreditar desde el 5/2"
1873,2023-02-15 13:06:46+00:00,ASOCIARIUS,"@NaranjaX Posted... 
https://t.co/bfAuKIsP5T"
1874,2023-02-15 13:06:42+00:00,ASOCIARIUS,"@NaranjaX Posted... 
https://t.co/g1ixWc4vxA"
1875,2023-02-15 12:49:47+00:00,nakahi_gmz,@NaranjaX Tampoco. Por atiende una computadora
1876,2023-02-15 12:38:12+00:00,AnaLauraCiacia,"@NaranjaX @DNDConsumidor @DefensorCba De verdad me están tomando el pelo????
Ya les pase todos los datos solicitados por DM.
No me contestan
@NaranjaX es una estafa @canal10cba @gobdecordoba @AmericaTV @centromediatv @PRossiOficial @ljuez"
1879,2023-02-15 12:22:20+00:00,AnaLauraCiacia,"@NaranjaX @DNDConsumidor @DefensorCba Dejo todo en manos de @DefensorCba , ya les pase todo y parece que es una estafa de ustedes nomas"
1893,2023-02-15 11:34:40+00:00,LJBandres,"@NaranjaX desde el 5/2 no acreditan a la cuenta de destino una transferencia la cual es para una CIRUGÍA MEDICA URGENTE, desesperado porque debido a que no solucionan tengo miedo de no poder atender mi tema de salud. NO DAN NI 5 DE BOLA 
➡️ FNX-00380671-G9C2Z4 ⬅️⚠️⚠️
Tengo miedo."
1894,2023-02-15 11:28:26+00:00,elMonotRolo,@NaranjaX Las vacunas con el chip... Yo avise
1895,2023-02-15 10:32:47+00:00,beeethul,@NaranjaX Y que opción pongo? Estoy hace dos días queriendo comunicarme
1896,2023-02-15 10:22:17+00:00,lujanAraujo19,@NaranjaX hola cómo puede Ser que haces un depósito y no llega a destino  nadie se hace cargo. Te mandan un WhatsApp y solucionan nada!
1897,2023-02-15 00:13:13+00:00,gongarcia1985,@NaranjaX no contesta nunca el chat bot de la web. No puedo pagar mi resumen y nadie me responde!
1898,2023-02-14 23:23:02+00:00,AnaLauraCiacia,"@NaranjaX sigue con su estafa!
NO COMPRÉ NADA
NO TENGO LOS PLÁSTICOS DE NARANJA HACE TIEMPO
NO DEBO NADA
@DNDConsumidor @DefensorCba https://t.co/6ZBZmwucpM"
